1,4,1.pdf,"Tabelas de eficiência energética (JANELA)"
2,4,2.pdf,"Tabelas de eficiência energética (SPLIT HI WALL)"
3,4,3.pdf,"Tabelas de eficiência energética (SPLIT PISO-TETO)"
